director_name,actor_1_name
Jon M. Chu,Usher Raymond
Patricia Riggen,Jennifer Garner
Chris Koch,Chris Elliott
Francis Ford Coppola,Robert De Niro
Jaume Collet-Serra,Óscar Jaenada
Renny Harlin,Tuesday Knight
Steve Pink,Joe Lo Truglio
Danny Leiner,Jennifer Garner
Christopher Cain,Jack Palance
Theodore Melfi,Bill Murray
Dave Green,Teo Halm
Gil Junger,Joseph Gordon-Levitt
Ed Decter,Zooey Deschanel
Gene Quintano,Jon Lovitz
Bob Clark,Kathleen Turner
Kirk Wong,Bokeem Woodbine
John Lafia,Jenny Agutter
Bronwen Hughes,Gregory Smith
Jon Lucas,Justin Chon
Alex Garland,Elina Alminas
Spike Jonze,Willie Garson
Mark Brown,Mo'Nique
Paul Weitz,Tina Fey
Stephen Chbosky,Logan Lerman
John Stockwell,Kirsten Dunst
Mark Christopher,Salma Hayek
Lenny Abrahamson,Joan Allen
Clint Eastwood,Yuki Matsuzaki
Niels Arden Oplev,Michael Nyqvist
Michael Polish,J.K. Simmons
Bob Saget,Don Rickles
Daisy von Scherler Mayer,LL Cool J
John Waters,Kathleen Turner
Andrew Fleming,Ryan Reynolds
Craig Bolotin,Rosario Dawson
Blair Hayes,Jake Gyllenhaal
Jez Butterworth,Mark Gatiss
Olivier Assayas,Steve Buscemi
Rod Lurie,Harry Lennix
Atom Egoyan,Liam Neeson
Patrice Leconte,Emir Kusturica
Paul Mazursky,Chazz Palminteri
Glenn Ficarra,Dameon Clarke
Mark Neveldine,Djimon Hounsou
Sidney Lumet,Peter Dinklage
Jon Hess,Burt Young
Douglas McGrath,Toby Jones
Joe Cornish,John Boyega
Michael Winterbottom,Milla Jovovich
Angelina Jolie Pitt,Jelena Jovanova
Michael Winterbottom,Liam Aiken
Brad Anderson,Michael Imperioli
John H. Lee,Liam Neeson
John Stainton,Steve Irwin
Ethan Maniquis,Robert De Niro
Denzel Washington,Denzel Washington
Michael Hoffman,Gabriel Millman
Stewart Hendler,Julian Morris
James Foley,Kevin Spacey
Mark Herman,Richard Johnson
John Cromwell,David Niven
Craig Gillespie,Ryan Gosling
Brian Koppelman,Jenna Fischer
Lars von Trier,Catherine Deneuve
George Hickenlooper,Kevin Spacey
Gillian Armstrong,Tom Wilkinson
Abel Ferrara,Isabella Rossellini
Je-kyu Kang,Min-sik Choi
William Dear,Clifton Collins Jr.
Stéphane Aubier,Mackenzie Foy
Don Bluth,Judith Barsi
Steven Spielberg,Roy Scheider
William Friedkin,Ellen Burstyn
Josh Boone,Shailene Woodley
Paul Weitz,Alyson Hannigan
Tim Story,Chris Brown
Randall Wallace,Jacob Vargas
Michael Ritchie,Victor Wong
Nicholas Meyer,Leonard Nimoy
Tim Story,Sean Patrick Thomas
John Badham,Matthew Broderick
Tom Shadyac,Sean Young
Mike McCoy,Alex Veadov
Anne Fletcher,Channing Tatum
Josh Trank,Michael Kelly
Mike Judge,Bruce Willis
Franklin J. Schaffner,George C. Scott
Nima Nourizadeh,Dax Flame
Barbra Streisand,Miriam Margolyes
Jon Hurwitz,Danneel Ackles
Stephen Frears,Steve Coogan
Terry Gilliam,Shelley Duvall
Jake Schreier,Nat Wolff
John Erick Dowdle,Andrew Fiscella
Mark Romanek,Robin Williams
David Moreau,Chloë Grace Moretz
Christopher Erskin,Vanessa Williams
Jesse Dylan,Hector Elizondo
Mark Neveldine,Jason Statham
Brian Henson,Steven Mackintosh
Julie Taymor,Salma Hayek
Dan Cutforth,Lexie Contursi
John Dahl,Matt Damon
Dean Israelite,Gary Weeks
Sanaa Hamri,Common
David Koepp,Illeana Douglas
Ernest R. Dickerson,CCH Pounder
Franklin J. Schaffner,Laurence Olivier
Mike Binder,Alicia Witt
Alexander Payne,Devin Ratray
Cheryl Dunye,Michael Imperioli
Tim Hill,Noel Fisher
Jason Reitman,Charlize Theron
Richard Curtis,Tom Hughes
Lionel C. Martin,Bernie Mac
Richard LaGravenese,Holly Hunter
Jonathan Demme,Anne Hathaway
Bob Rafelson,Anjelica Huston
Peter Webber,Scarlett Johansson
Wolfgang Petersen,Jürgen Prochnow
Yimou Zhang,Takeshi Kaneshiro
Wallace Wolodarsky,Heather Matarazzo
Darnell Martin,Cedric the Entertainer
Nicholas Jarecki,Nate Parker
Scott Alexander,Sarah Silverman
Ryan Murphy,Jill Clayburgh
Stuart Gordon,Christopher Lambert
Christopher Guest,John Michael Higgins
Woody Allen,Melanie Griffith
Robert Iscove,Anika Noni Rose
Tobe Hooper,Louise Fletcher
Spike Lee,Michael Imperioli
Jane Campion,Jennifer Jason Leigh
Jon Poll,Robert Downey Jr.
James Gray,Isabella Rossellini
Fred Schepisi,Bob Hoskins
Roger Spottiswoode,Robert Duvall
Antonia Bird,Jeremy Davies
Peter Care,Kieran Culkin
Chan-wook Park,Mia Wasikowska
Ira Sachs,David Richmond-Peck
Kar-Wai Wong,Li Gong
Carroll Ballard,Eamonn Walker
Lawrence Kasdan,Dianne Wiest
Neil Jordan,Tony Curran
Takeshi Kitano,Omar Epps
Anthony Russo,Michael Jeter
Vadim Perelman,Eva Amurri Martino
Sidney Lumet,Kyra Sedgwick
Marco Kreuzpaintner,Zack Ward
Lajos Koltai,Marcell Nagy
Alan Rudolph,Bruce Willis
Stephen Daldry,Wagner Moura
Renny Harlin,Richard Coyle
Timothy Hines,Christopher Lambert
Christopher Smith,Rachael Carpani
Akira Kurosawa,Tatsuo Matsumura
Mary Lambert,Miko Hughes
Dan Mazer,Robert De Niro
Oliver Parker,Lily Cole
George Lucas,Harrison Ford
Joe Dante,Phoebe Cates
David Lean,Julie Christie
David O. Russell,Christian Bale
Kenny Ortega,Lucas Grabeel
Jeff Tremaine,Bam Margera
Jonathan Lynn,Fred Gwynne
R.J. Cutler,Chloë Grace Moretz
David S. Ward,Corbin Bernsen
Joel Schumacher,Radha Mitchell
Adam Shankman,Lauren German
Tim Robbins,Lois Smith
John Crowley,Julie Walters
Roger Kumble,Sarah Michelle Gellar
Gina Prince-Bythewood,Nate Parker
Simon Curtis,Ryan Reynolds
Mel Brooks,Madeline Kahn
Kevin Greutert,Costas Mandylor
Rob Pritts,Vincent Pastore
Brian De Palma,Steven Bauer
Norman Jewison,Sylvester Stallone
Stanley Kubrick,Ryan O'Neal
Dustin Hoffman,Luke Newberry
Brendan Malloy,Lee Majors
Reginald Hudlin,Will Ferrell
Gregory Poirier,Shannon Elizabeth
Ethan Coen,Justin Timberlake
Bill Paxton,Matthew McConaughey
Sam Raimi,Patricia Tallman
Bill Condon,Liam Neeson
Lasse Hallström,Johnny Depp
Dewey Nicks,Jaime King
Philip Saville,Henry Ian Cusick
Mike Leigh,Eddie Marsan
Daisy von Scherler Mayer,Michael McKean
Mira Nair,Anjelica Huston
Martin Ritt,Frank Finlay
John Turturro,Kate Winslet
Agnieszka Holland,Phyllida Law
Rowan Joffe,Sam Riley
Eric Lartigau,Karin Viard
Lisa Azuelos,Nora Dunn
Shintaro Shimosawa,Al Pacino
Ray Lawrence,John Howard
Karan Johar,Shah Rukh Khan
Oliver Parker,Minnie Driver
Ruairi Robinson,Romola Garai
Steven Spielberg,Henry Thomas
Stanley Kubrick,Keir Dullea
Jon Kasdan,Kristen Stewart
Floyd Mutrux,Ricky Schroder
Léa Pool,William Hurt
Sajid Khan,Arjun Rampal
Christopher Cain,Jon Gries
Gus Van Sant,Robin Williams
Takashi Shimizu,Sarah Michelle Gellar
Ivan Reitman,Bill Murray
Darren Lynn Bousman,Costas Mandylor
James DeMonaco,Frank Grillo
Peyton Reed,Kirsten Dunst
Robert Iscove,Paul Walker
Darren Lynn Bousman,Costas Mandylor
Tyler Perry,Boris Kodjoe
Geoffrey Sax,Deborah Kara Unger
Martin Scorsese,Tom Cruise
Leigh Whannell,Lin Shaye
Stephen Herek,Lane Smith
John Madden,Tom Wilkinson
Stephen Herek,Keanu Reeves
Ken Annakin,Richard Burton
Dennis Dugan,Adam Sandler
Victor Salva,Eileen Brennan
Carol Reed,Oliver Reed
Chuck Sheetz,Diedrich Bader
George Miller,Tina Turner
William Brent Bell,Lauren Cohan
Mark L. Lester,Bill Duke
Marcus Raboy,John Witherspoon
John Madden,Tina Desai
Michael Schultz,Mike Starr
Brett Leonard,Jeff Fahey
Peter Sollett,Ari Graynor
Kevin Smith,Matt Damon
Bob Dolman,Erika Christensen
Guy Ritchie,Jason Statham
Rowdy Herrington,Ben Gazzara
Joe Dante,Albert Brooks
Keenen Ivory Wayans,Jada Pinkett Smith
Morgan Spurlock,Harry Styles
Greg Coolidge,Dane Cook
Ciarán Foy,Laila Haley
Jason Zada,Eoin Macken
Olatunde Osunsanmi,Milla Jovovich
Francis Ford Coppola,Tom Cruise
Harry Elfont,Ethan Embry
Salim Akil,Omari Hardwick
Jeff Nichols,Matthew McConaughey
Colin Strause,David Zayas
David Cronenberg,Tom Skerritt
Jamie Blanks,Marley Shelton
Robert Altman,Meryl Streep
Robert Ben Garant,Wendi McLendon-Covey
Leon Ichaso,Khandi Alexander
Patricia Rozema,Julia Ormond
Joseph Zito,Billy Drago
Wes Anderson,Bill Murray
Mark Rosman,Ben Feldman
Spike Lee,Denzel Washington
Steve Oedekerk,Steve Oedekerk
Rob Schmidt,Kevin Zegers
Walter Hill,Dennis Quaid
James Foley,Byron Mann
Neal Brennan,Rob Riggle
Simon Curtis,Eddie Redmayne
Tim Burton,Christoph Waltz
Tuck Tucker,Jennifer Jason Leigh
Richard Shepard,Adam Scott
Theodore Witcher,Leonard Roberts
Jim Hanon,Chase Ellison
Tommy O'Haver,Mila Kunis
Mike Judge,Gary Cole
Michael Patrick Jann,Kirsten Dunst
Peter Berg,Jon Favreau
Joe Nussbaum,Steve Carell
Elizabeth Banks,Hugh Jackman
Brian De Palma,Melanie Griffith
Jorma Taccone,Jasper Cole
Stephen Frears,Sophie Okonedo
Jason Bateman,Beth Grant
Noah Baumbach,Naomi Watts
Jeff Lowell,Stephen Root
Lorene Scafaria,Steve Carell
Miguel Arteta,Kurtwood Smith
Marcus Dunstan,Daniel Sharman
Tony Kaye,Ethan Suplee
Timothy Björklund,Nathan Lane
David Lynch,Sissy Spacek
Scott Kalvert,Norman Reedus
David Schwimmer,Dylan Moran
Allan Arkush,Bernadette Peters
Dan Fogelman,Al Pacino
Werner Herzog,Christian Bale
Eric Bross,Jerry Stiller
Jay Duplass,Judy Greer
John Putch,Robert Picardo
Peter Medak,Gary Oldman
Steven Soderbergh,Peter Fonda
Jon Stewart,Numan Acar
Terence Davies,Eric Stoltz
Harley Cokeliss,Cliff Robertson
Victor Salva,Scott Mechlowicz
Tom Brady,Don Johnson
Spike Lee,Gillian White
Franklin J. Schaffner,Frank Langella
Ariel Vromen,Chris Evans
Chris Weitz,Demián Bichir
David Cronenberg,Miranda Richardson
Eric Blakeney,Liam Neeson
Douglas McGrath,Charlie Hunnam
Derrick Borte,Demi Moore
Rakesh Roshan,Naseeruddin Shah
William Friedkin,Matthew McConaughey
John Waters,Alicia Witt
Richard Kwietniowski,Philip Seymour Hoffman
Bob Odenkirk,Jenna Fischer
Kar-Wai Wong,Natalie Portman
John Turturro,Beverly D'Angelo
Guy Ritchie,Bruce Greenwood
Joshua Seftel,Bashar Rahal
Stephen Chow,Wei Zhao
Vincent Gallo,Vincent Gallo
Claude Chabrol,Isabelle Huppert
Dan Harris,Kip Pardue
Mel Smith,Minnie Driver
Bobcat Goldthwait,Robin Williams
Rafa Lara,Jorge Luis Moreno
Jake Scott,Kristen Stewart
William Dear,Madison Pettis
Stuart Gordon,Joe Mantegna
Alan Metter,Christopher Lee
Jeb Stuart,Ricky Schroder
Julio DePietro,Adrian Martinez
Katherine Dieckmann,Stephanie Szostak
Michael Clancy,Zooey Deschanel
Michael Radford,Chris Noth
Arthur Hiller,Eric Idle
Michael Meredith,Jeff Bridges
Marcus Raboy,Mike Epps
Scott Marshall,Drew Fuller
Álex de la Iglesia,Jim Carter
Eric Lavaine,Lambert Wilson
Andrew Traucki,Damian Walshe-Howling
Patrick Lussier,Teryl Rothery
Gurinder Chadha,Sendhil Ramamurthy
Robert Adetuyi,Shane Pollard
Kari Skogland,Jim Sturgess
Julian Gilbey,Mem Ferda
Taedong Park,Drake Bell
Paul Schrader,Veronica Ferres
William Phillips,Tyler Mane
Greg Mottola,Kristen Stewart
Michael Haneke,Isabelle Huppert
Andy Garcia,Danny Pino
Steve Carr,John Witherspoon
Lewis Gilbert,Donald Pleasence
Gary Sherman,Tom Skerritt
Floria Sigismondi,Kristen Stewart
Jared Hess,Jizelle Jade
Stanley Kramer,Jonathan Winters
Pedro Almodóvar,Carmen Maura
Lars von Trier,Alexander Skarsgård
Gerald Potterton,John Vernon
Yash Chopra,Shah Rukh Khan
Richard Loncraine,Robert Downey Jr.
Anurag Basu,Bárbara Mori
Kriv Stenders,Noah Taylor
Ridley Scott,Tom Skerritt
Norman Jewison,Topol
James DeMonaco,Noel Gugliemi
Terence Young,Desmond Llewelyn
F. Gary Gray,Vivica A. Fox
Malcolm D. Lee,Harold Perrineau
Tom Holland,Catherine Hicks
Michael Moore,Michael Moore
Kris Isacsson,Rosario Dawson
Danny Leiner,Ethan Embry
Rod Lurie,Jeff Bridges
Ben Younger,Vin Diesel
Glen Morgan,Oliver Hudson
Stewart Raffill,Anjelica Huston
Daniel Taplitz,Jennifer Esposito
Kevin Tancharoen,Lea Michele
Kenneth Branagh,Brian Blessed
Linda Mendoza,Carlos Ponce
Christopher McQuarrie,Kristin Lehman
Andrew Fleming,Steve Coogan
Burr Steers,Kieran Culkin
Hart Bochner,Jon Favreau
Michael O. Sajbel,Bill Cobbs
Bart Freundlich,Billy Crudup
Meiert Avis,Fisher Stevens
Todd Haynes,Christian Bale
Marc Forby,Q'orianka Kilcher
Chatrichalerm Yukol,Sarunyu Wongkrachang
Mike Leigh,Lesley Manville
Ole Christian Madsen,Lars Mikkelsen
Peter Cattaneo,Jacqueline McKenzie
Ekachai Uekrongtham,Michael Jai White
Jeremy Sims,Harrison Gilbertson
Emily Young,Sarah Michelle Gellar
Maïwenn,Riccardo Scamarcio
Joby Harold,Hayden Christensen
Scott Cooper,Jeff Bridges
,Dee Bradley Baker
Ari Sandel,Bella Thorne
Dan Gilroy,Jake Gyllenhaal
Joel Schumacher,Dianne Wiest
Mark Rydell,David Keith
David E. Talbert,Djimon Hounsou
Alexander Payne,Matthew Broderick
Mira Nair,Jacinda Barrett
J.C. Chandor,Robert Redford
Jay Chandrasekhar,Brittany Daniel
Jane Campion,Abbie Cornish
Vondie Curtis-Hall,Mariah Carey
Woo-Suk Kang,Yu-mi Jeong
Darren Lynn Bousman,Alexa PenaVega
Karan Johar,Shah Rukh Khan
Vipul Amrutlal Shah,Katrina Kaif
Ayan Mukerji,Ranbir Kapoor
John Sayles,Mary Elizabeth Mastrantonio
Ken Loach,Padraic Delaney
James Ivory,Alexandra Maria Lara
Mervyn LeRoy,Peter Ustinov
Robert Wise,Eleanor Parker
Quentin Tarantino,Bruce Willis
James Frawley,Madeline Kahn
Ron Howard,Tom Hanks
Jonathan Dayton,Steve Carell
Will Gluck,Emma Stone
Rob Reiner,Marshall Bell
Danny Boyle,Noah Huntley
Don Siegel,Clint Eastwood
Chris Stokes,Jennifer Freeman
Jonathan Levine,Joseph Gordon-Levitt
Martin Lawrence,Faizon Love
Rick Famuyiwa,Boris Kodjoe
Tom Gormican,Mackenzie Davis
Masayuki Ochiai,James Kyson
James Ivory,Anthony Hopkins
Ken Shapiro,Brian Doyle-Murray
Peter R. Hunt,Telly Savalas
Kenneth Branagh,Keanu Reeves
George A. Romero,Ted Danson
Doug Atchison,Curtis Armstrong
Wes Craven,Miko Hughes
John Schultz,Stephen Collins
Nicole Holofcener,Christopher Nicholas Smith
Tamra Davis,Dave Chappelle
Jonas Elmer,J.K. Simmons
John Carney,James Corden
Mary Harron,Christian Bale
Miguel Arteta,Jake Gyllenhaal
Erik Canuel,Colm Feore
Troy Duffy,Norman Reedus
Matty Rich,Jada Pinkett Smith
E. Elias Merhige,Eddie Izzard
Anna Boden,Zoë Kravitz
Matt Reeves,Mark Margolis
Fina Torres,Harold Perrineau
Duke Johnson,Jennifer Jason Leigh
Mike Leigh,Jim Broadbent
Mark L. Lester,Cary-Hiroyuki Tagawa
David Dobkin,Janeane Garofalo
Nigel Cole,Bob Hoskins
Anand Tucker,Colin Firth
Tomm Moore,Sean Lennon
Steve James,Kurtwood Smith
Michael Winner,Faye Dunaway
David Jacobson,Hunter Parrish
Michael Corrente,Jerry Ferrara
Keith Gordon,Robert Downey Jr.
Andrew Currie,Alexia Fast
Edward Hall,Rufus Sewell
Andrew Wilson,Will Ferrell
Jonathan Lynn,Rupert Grint
Marc Schölermann,John de Lancie
,Tom Hardy
Robert Moresco,Brian Dennehy
Claudia Llosa,Ian Tracey
Thomas Vinterberg,Michael Angarano
Katsuhiro Ôtomo,Mitsuo Iwata
John Herzfeld,Paul Walker
Ol Parker,Celia Imrie
François Ozon,Charlotte Rampling
David Webb Peoples,Delroy Lindo
Bruce Beresford,Morgan Freeman
George Tillman Jr.,Vanessa Williams
Marc Webb,Joseph Gordon-Levitt
Stanley Tong,Françoise Yip
Jason Reitman,J.K. Simmons
Eli Roth,Jay Hernandez
Lone Scherfig,Dominic Cooper
Mike Judge,J.K. Simmons
Joe Carnahan,Jason Patric
Anand Tucker,Frances Conroy
Tony Richardson,Joely Richardson
Paul Gross,Molly Parker
Charles Robert Carner,Ivana Milicevic
Rodrigo García,Mia Wasikowska
Nicolas Winding Refn,Keanu Reeves
Larry Charles,Jeff Bridges
Michael Winterbottom,Samantha Morton
Joe Dante,Bruce Dern
Jeta Amata,Akon
Sacha Bennett,Bob Hoskins
Siddharth Anand,Saif Ali Khan
Vincent Paronnaud,Catherine Deneuve
Daniel Barber,Joseph Gilgun
Guy Hamilton,Desmond Llewelyn
Robert Marcarelli,George Coe
Tom Tykwer,Devid Striesow
Jason Reitman,J.K. Simmons
Francis Ford Coppola,Al Pacino
Steven Soderbergh,Channing Tatum
Adrian Lyne,Michael Nouri
Jane Campion,Holly Hunter
Salim Akil,Gary Dourdan
Guy Hamilton,Yaphet Kotto
Jay Russell,Clint Howard
Jonathan Liebesman,Sullivan Stapleton
Adam Brooks,Ryan Reynolds
George Clooney,Robert Downey Jr.
Bennett Miller,Philip Seymour Hoffman
Robert Rodriguez,Quentin Tarantino
Michael Anderson,Farrah Fawcett
Guy Hamilton,Christopher Lee
Craig R. Baxley,Bill Duke
Don Kempf,Bill Murray
Rick Famuyiwa,Kimberly Elise
Rob Zombie,Sid Haig
Matt Bettinelli-Olpin,Zach Gilford
David O. Russell,Lily Tomlin
Gina Prince-Bythewood,Minnie Driver
,Sarah Michelle Gellar
Michael Rymer,LL Cool J
Rob Zombie,Sid Haig
Ethan Coen,Michael Stuhlbarg
Aaron Schneider,Bill Murray
Tom Ford,Colin Firth
Steve Miner,Julian Sands
Martin Scorsese,Irvin Kershner
Jay Duplass,Matt Walsh
Michael Corrente,Jonathan Brandis
Gurinder Chadha,Indira Varma
Phillip Noyce,Roy Billing
Don Michael Paul,Jeffrey Jones
Tony Maylam,Michael J. Pollard
Mitch Davis,Anne Hathaway
Yash Chopra,Shah Rukh Khan
David Mamet,Alice Braga
Kevin Brodie,Bruce McGill
Paul Schrader,Ed Begley Jr.
Tim Chambers,Ellen Burstyn
Sofia Coppola,Nathalie Fay
George Hickenlooper,Hayden Christensen
John Stephenson,Samantha Barks
Bob Gosse,Geoff Stults
Curtis Hanson,Tom Cruise
Rodrigo García,Naomi Watts
Dick Richards,Catherine Deneuve
Peter Sollett,Steve Carell
Richard Shepard,Richard E. Grant
Shari Springer Berman,Lynn Cohen
Spencer Susser,Joseph Gordon-Levitt
Alex Zamm,Taylor Negron
Gus Van Sant,Matt Damon
Richard E. Grant,Emily Watson
Thaddeus O'Sullivan,Olivia Williams
Stephen Milburn Anderson,Chris Hemsworth
Troy Duffy,Norman Reedus
David Lam,Michael Wong
Francis Ford Coppola,Alden Ehrenreich
Jackie Earle Haley,Rex Baker
Clint Eastwood,Clint Eastwood
Mark Tonderai,Jennifer Lawrence
Richard Linklater,Milla Jovovich
Max Färberböck,Heike Makatsch
Arie Posin,Rory Culkin
Damian Nieman,Glenn Plummer
Rachel Perkins,Deborah Mailman
Gabriele Muccino,Laura Morante
Ian Fitzgibbon,Jim Broadbent
John R. Leonetti,Alfre Woodard
John Singleton,John Cothran
Luis Valdez,Esai Morales
Alan Alda,Rita Moreno
Brian De Palma,Angie Dickinson
Stephen Sommers,Curtis Armstrong
Doug Liman,Sarah Polley
Nicole Holofcener,Greg Germann
Robert Wise,David Wayne
Louis Morneau,Leon
Caroline Link,Merab Ninidze
Steve McQueen,Michael Fassbender
Matthew Vaughn,Tom Hardy
Zal Batmanglij,Alexander Skarsgård
Sterling Van Wagenen,Emily Podleski
Michael Mayer,Robin Wright
Hans Petter Moland,Charlotte Rampling
Ian Sharp,Ray Winstone
James Cameron,Michael Biehn
Wolfgang Becker,Florian Lukas
Anton Corbijn,Sam Riley
Tom Hooper,Stephen Graham
Kevin Smith,Ethan Suplee
Oliver Stone,Johnny Depp
Michael Moore,Osama bin Laden
George Roy Hill,Katharine Ross
Robert Stevenson,Ed Wynn
Robert Redford,Adam Baldwin
Jerome Robbins,Rita Moreno
Harold Ramis,Bill Murray
Gary Hardwick,Julie Benz
Darren Aronofsky,Mark Margolis
Spike Lee,Ruby Dee
John Carpenter,Donald Pleasence
Rick Famuyiwa,Omar Epps
Bryan Singer,Kevin Spacey
Stephen Hopkins,Lisa Wilcox
King Vidor,Joseph Cotten
Christopher Guest,John Michael Higgins
Kevin Macdonald,David Oyelowo
Christopher Guest,Michael McKean
Spike Lee,Tisha Campbell-Martin
Fred Savage,Lochlyn Munro
Donald Petrie,Julia Roberts
Sammo Kam-Bo Hung,Sammo Kam-Bo Hung
Peter Howitt,Jeanne Tripplehorn
Rusty Cundieff,Corbin Bernsen
Richard Linklater,Matthew McConaughey
Ed Harris,John Heard
Jean-Jacques Mantello,Charlotte Rampling
Risa Bramon Garcia,Janeane Garofalo
Raymond De Felitta,Ezra Miller
John Michael McDonagh,Don Cheadle
Sofia Coppola,Kirsten Dunst
Mark Herman,Jim Broadbent
Zach Cregger,Hugh M. Hefner
Mark Tarlov,Sarah Michelle Gellar
Zach Braff,Jim Parsons
Sheldon Lettich,Antoni Corone
John Cameron Mitchell,John Cameron Mitchell
Billy Ray,Hayden Christensen
Jonathan Levine,Mary-Kate Olsen
David Atkins,Chelcie Ross
Wayne Wang,Bingbing Li
Patrick Stettner,Stockard Channing
Sylvio Tabet,Michael Berryman
Sam Peckinpah,William Holden
Rick Bieber,Aidan Quinn
Michael Crichton,Lesley-Anne Down
Lynne Ramsay,Samantha Morton
Claude Chabrol,Benoît Magimel
Joey Lauren Adams,Tim Blake Nelson
Shana Feste,Jennifer Ehle
Stefan Ruzowitzky,Charlie Hunnam
Fred Zinnemann,Meryl Streep
Peter Cattaneo,James Nesbitt
S.R. Bindler,Matthew McConaughey
Kate Barker-Froyland,Anne Hathaway
Tony Kaye,Noam Chomsky
Jake Goldberger,Pruitt Taylor Vince
David Cronenberg,Debbie Harry
Cédric Klapisch,Romain Duris
Martin Koolhoven,Yorick van Wageningen
Christopher M. Bessette,Mira Sorvino
Gary Sinyor,Sean Pertwee
,Simon Bird
Gurinder Chadha,Archie Panjabi
Preston A. Whitmore II,Wesley Jonathan
John Sayles,Miguel Ferrer
Stewart Raffill,Kayla Jackson
Ashish R. Mohan,Asin
Jaume Balagueró,Jonathan D. Mellor
George Roy Hill,Eileen Brennan
Hugh Hudson,Alice Krige
Darren Grant,Cicely Tyson
Scott Hicks,Noah Taylor
Joseph Gordon-Levitt,Joseph Gordon-Levitt
Clint Eastwood,Clint Eastwood
Terry Zwigoff,Scarlett Johansson
Richard Eyre,Kate Winslet
William Sachs,Stephen Macht
Émile Gaudreault,Paul Sorvino
James Cox,Alexis Dziena
Aki Kaurismäki,Jean-Pierre Léaud
James Toback,Sarah Michelle Gellar
George Ratliff,Jim Gaffigan
Hitoshi Matsumoto,Lindsay Kay Hayward
Liv Ullmann,Samantha Morton
Gaspar Noé,Philippe Nahon
Rakeysh Omprakash Mehra,Anupam Kher
Jon Wright,Russell Tovey
David Wain,Jon Hamm
Shane Meadows,Bob Hoskins
Michael McGowan,Campbell Scott
Rohan Sippy,Abhishek Bachchan
Jeannot Szwarc,Teresa Wright
Joel Zwick,Nia Vardalos
Henry Joost,Johanna Braddy
Darren Lynn Bousman,Emmanuelle Vaugier
James Wan,Lin Shaye
Dan Trachtenberg,Bradley Cooper
Jeff Tremaine,Bam Margera
David F. Sandberg,Billy Burke
Henry Joost,Matt Shively
Stiles White,Lin Shaye
Chuck Russell,John Saxon
Blake Edwards,Burt Kwouk
Henry Koster,Richard Burton
Rachel Talalay,Johnny Depp
Patty Jenkins,Charlize Theron
Christopher Landon,Richard Cabral
Mike Flanagan,James Lafferty
Jean-Marc Vallée,Matthew McConaughey
John Erick Dowdle,Sterling Jerins
David Lynch,Anthony Hopkins
David Gelb,Olivia Wilde
Christopher Nolan,Callum Rennie
Jesse Peretz,Zooey Deschanel
Kevin Smith,Ethan Suplee
Stephen Daldry,Julie Walters
Nat Faxon,Steve Carell
John Erick Dowdle,Ben Feldman
Robert Duvall,John Beasley
George Miller,Tony Bonner
George Jackson,William Schallert
Maurice Joyce,Frank Welker
Stephen Hopkins,William Hurt
Frank Perry,Faye Dunaway
Richard Glatzer,Kristen Stewart
Gonzalo López-Gallego,Warren Christie
Bille Woodruff,Boris Kodjoe
Joe Chappelle,Donald Pleasence
Michael Curtiz,Gene Tierney
Kasi Lemmons,Jurnee Smollett-Bell
Bruce Malmuth,Sylvester Stallone
Harmony Korine,James Franco
Alfonso Cuarón,Maribel Verdú
Edgar Wright,Peter Serafinowicz
Mickey Liddell,Jessica Lowndes
John Sayles,Matthew McConaughey
Fred Walton,Thomas F. Wilson
Barry Levinson,Steve Guttenberg
Steve Carver,David Carradine
Christine Jeffs,Clifton Collins Jr.
Michael Tiddes,Fred Willard
Frank Borzage,Gary Cooper
King Vidor,Gina Lollobrigida
Don Coscarelli,Vanna Bonta
Bill Duke,Eddie Cibrian
Andrew Erwin,Alex Kendrick
Bille Woodruff,Donald Faison
Mamoru Hosoda,Lara Jill Miller
Brian Dannelly,Macaulay Culkin
Richard Lester,Robert Shaw
Guy Hamilton,Harrison Ford
J.S. Cardone,Brendan Fehr
Jay Levey,Fran Drescher
Ronan Chapalain,Norbert Ferrer
Nicholaus Goossen,Linda Cardellini
Jon Favreau,Jon Favreau
Duncan Jones,Kevin Spacey
Michael Polish,Hayden Christensen
Scott Marshall,Miranda Cosgrove
Atom Egoyan,Bruce Greenwood
Randall Miller,Alan Rickman
Jerry Belson,Cassandra Peterson
Jeremy Saulnier,Alia Shawkat
Peter Jackson,Kate Winslet
Dan Rush,Will Ferrell
Michael Cuesta,Jeremy Renner
John Cameron Mitchell,Dianne Wiest
Jake Kasdan,Kim Dickens
Brad Anderson,Christian Bale
Paul Schrader,Dana Delany
James Manera,Joaquim de Almeida
Fenton Bailey,Macaulay Culkin
Billy Kent,Liza Minnelli
Wes Anderson,Andrew Wilson
Kevin Spacey,Viggo Mortensen
Feroz Abbas Khan,Akshaye Khanna
Errol Morris,Jeffrey Frost
Eli Craig,Katrina Bowden
Nicholas Fackler,Adam Scott
Richard Wallace,Judith Anderson
Morgan J. Freeman,Ethan Suplee
Matthew Hastings,Meghan Ory
Brian De Palma,Mike Figueroa
William H. Macy,Billy Crudup
Klaus Menzel,Adam Garcia
Oren Peli,Glenn Campbell
Jim Amatulli,Heather Locklear
Paul Andrew Williams,Dave Legeno
Fatih Akin,Udo Kier
Nick Murphy,Isaac Hempstead Wright
